wl,n
0.001365465,0.9987847
0.001372986,0.99877191
0.001382189,0.99875653
0.001389922,0.99874375
0.001397796,0.99873074
0.001405781,0.99871757
0.001413727,0.99870431
0.001421846,0.99869055
0.001429987,0.99867654
0.001438302,0.99866226
0.001446767,0.99864772
0.001455238,0.99863299
0.001463732,0.99861828
0.001472504,0.998603
0.001481288,0.99858766
0.001490167,0.99857216
0.00149918,0.99855635
0.001508287,0.99854027
0.001517602,0.99852342
0.001526894,0.99850655
0.00153632,0.99848964
0.001539267,0.99848433
0.001545908,0.99847248
0.001548813,0.99846734
0.00155859,0.99845028
0.001568421,0.99843329
0.001578457,0.99841578
0.001588452,0.99839816
0.001598781,0.99837988
0.001609185,0.99836196
0.001619616,0.9983438
0.001630361,0.9983243
0.001641031,0.99830458
0.001652041,0.99828424
0.001663133,0.99826469
0.001674287,0.9982456
0.00168574,0.99822442
0.001697275,0.9982019
0.001709007,0.99817973
0.001720719,0.99815613
0.001732929,0.99813082
0.001744981,0.99810696
0.001757347,0.99808302
0.001769924,0.99805928
0.001781686,0.99803843
0.001794679,0.9980166
0.001807768,0.99799572
0.001821278,0.99797401
0.001834797,0.99795067
0.001848248,0.99792686
0.001862931,0.9979008
0.001876743,0.99787649
0.001891245,0.99785048
0.001905828,0.99782395
0.001920717,0.99779726
0.001935923,0.99777044
0.001951139,0.99774106
0.001966706,0.99771126
0.001982659,0.99768291
0.001998928,0.99765435
0.002015042,0.99762679
0.002031795,0.99759751
0.002048673,0.99756736
0.002069053,0.99752978
0.002076063,0.99751608
0.002082872,0.99750259
0.002090157,0.99748851
0.002097263,0.9974757
0.002104506,0.997463
0.002111526,0.99745036
0.002118981,0.99743751
0.00212632,0.99742433
0.002133468,0.99741075
0.002141177,0.99739673
0.002148643,0.99738532
0.002155971,0.99737364
0.002163744,0.99735933
0.002171189,0.99734727
0.002179141,0.99733487
0.002186692,0.99732194
0.002194698,0.99730725
0.002202344,0.99729261
0.002210318,0.99727732
0.00221842,0.99726313
0.002226257,0.99725105
0.002234602,0.99723864
0.002242566,0.99722683
0.00225071,0.99721419
0.002259065,0.99719962
0.002267506,0.99718386
0.00227583,0.99716926
0.00228425,0.99715378
0.002292669,0.99713851
0.002301385,0.99714169
0.002310006,0.99715389
0.002318691,0.99711877
0.002327587,0.9970928
0.002336314,0.99712366
0.002345369,0.99708964
0.002354308,0.99704264
0.0023633,0.99704678
0.002372419,0.99703166
0.002381474,0.99700746
0.0023909,0.99700489
0.002400295,0.99700162
0.002409605,0.99697612
0.002414599,0.99696314
0.002414652,0.9969631
0.002416072,0.99696013
0.002416167,0.99695978
0.002416739,0.99695756
0.002417417,0.99695703
0.002418264,0.99695617
0.002418275,0.99695608
0.002419419,0.99695408
0.002419715,0.99695368
0.002420573,0.99695052
0.002420605,0.99695039
0.00242177,0.99695066
0.002421939,0.99695074
0.002423083,0.99694592
0.002423115,0.99694574
0.002423899,0.99694635
0.002424492,0.99694648
0.002425022,0.99694391
0.002425742,0.99694088
0.002426441,0.99694128
0.002427659,0.99693985
0.002427987,0.99693857
0.002428972,0.99693643
0.002429015,0.99693625
0.002429978,0.99693363
0.002430455,0.99693384
0.002430942,0.99693422
0.002431694,0.99693375
0.002432107,0.99693379
0.002432976,0.99693246
0.002433304,0.99693182
0.002433919,0.99692874
0.002434512,0.99692634
0.002435391,0.99692678
0.002435656,0.99692663
0.002436397,0.99692485
0.002436927,0.99692459
0.002437816,0.99692381
0.00243788,0.99692353
0.002438886,0.99692176
0.002439564,0.99692148
0.002439829,0.99692091
0.002440676,0.99691744
0.002441026,0.99691627
0.002441852,0.99691571
0.002442307,0.99691482
0.002442943,0.9969136
0.002443663,0.99691242
0.002444298,0.99691082
0.00244432,0.99691078
0.002445739,0.99690952
0.002445898,0.99690935
0.002446809,0.99690748
0.002446862,0.99690745
0.00244808,0.99690599
0.002448122,0.99690598
0.002449043,0.99690494
0.00244952,0.99690284
0.002450452,0.99690003
0.002450537,0.99690006
0.002450664,0.99690015
0.00245256,0.99689727
0.002452846,0.99689608
0.002453111,0.99689566
0.002453852,0.99689403
0.002454445,0.99689262
0.002455028,0.99689232
0.002455547,0.99689178
0.002456415,0.99689061
0.002456913,0.99689011
0.002457517,0.99688922
0.002457856,0.99688839
0.002458799,0.99688691
0.002459423,0.99688561
0.002459773,0.99688453
0.002460483,0.99688372
0.00246097,0.99688385
0.002462008,0.99688265
0.00246204,0.99688252
0.002463152,0.99688036
0.002463321,0.99688013
0.002464433,0.99687805
0.002464539,0.99687774
0.00246562,0.99687631
0.002465651,0.99687639
0.002466933,0.99687401
0.002466986,0.99687369
0.002468172,0.99687098
0.002468215,0.99687101
0.002469231,0.99686998
0.002469412,0.99686962
0.00247063,0.99686711
0.002470704,0.99686694
0.002471509,0.99686434
0.002472335,0.99686278
0.002472515,0.99686312
0.002473532,0.99686188
0.002473839,0.99686091
0.00247475,0.99685899
0.002475184,0.99685894
0.00247582,0.99685794
0.002476434,0.99685556
0.002477154,0.99685413
0.002477504,0.9968534
0.002478298,0.99685039
0.002478764,0.99684909
0.002479887,0.99684677
0.002479972,0.99684649
0.002480957,0.9968447
0.002481126,0.9968447
0.002482228,0.99684291
0.002482556,0.9968419
0.002483403,0.99683944
0.002483668,0.99683861
0.0024846,0.99683565
0.00248513,0.99683467
0.002485882,0.99683402
0.002486168,0.99683355
0.002486941,0.99683271
0.002490512,0.99682705
0.002500376,0.99680835
0.002510325,0.99679156
0.002520409,0.99677558
0.002530481,0.99675903
0.002540687,0.99674113
0.002551016,0.99672285
0.002561332,0.99670522
0.002571808,0.99668778
0.002582382,0.99666946
0.002592906,0.99665135
